label,title
genuine,Pat Summitt dies at 64
genuine,World's largest uncut diamond is going up for auction in London
genuine,"U.K. economy after Brexit: Higher taxes, less spending"
genuine,"Pat Summit, legendary women's basketball coach, dead at 64"
genuine,Benghazi report: Clinton should have realized risks
genuine,Lady Gaga met the Dalai Lama -- and her Chinese fans aren't happy
genuine,Nigel Farage speaks about Brexit in EU Parliament
genuine,The 25 best vacation destinations for 2016/2017
genuine,The Brexit crash wiped out a record $2.1 trillion
genuine,Blue whale rescue off California coast
genuine,Incredible art project lets you walk on water
genuine,U.S. accuses Russia of harassing diplomats
genuine,Rio's acting governor: Olympics could be a 'big failure'
genuine,World's hottest destinations for vegans
genuine,Katdashians! Break the Musical!' is real
genuine,We had nothing to lose'
genuine,Top Gun' star says she was attacked by a stranger in her home
genuine,Is Donald Trump softening his tone?
genuine,Clinton on voters' trust issues
genuine,Amazingly detailed miniatures foretell apocalypse
genuine,Adele curses 33 times in concert
genuine,Great Big Story
genuine,EgyptAir black boxes could yet provide clues
genuine,Rescue efforts are underway to save an entangled blue whale
genuine,These billboards will target you as you drive by
genuine,Clinton on voters' trust issues: 'I know I have work to do'
genuine,Bucket of water thrown at Olympic torch
genuine,Great Big Story
genuine,Aaron Hernandez co-defendant takes plea in 2013 death
genuine,"After amoeba kills woman, water park won't fully reopen for several weeks"
genuine,Ikea to recall dressers after death of third child
genuine,Trump spokeswoman: The ban was never against all Muslims
genuine,Great Big Story
genuine,Jesse Williams steals the show at BET Awards
genuine,Daily Show' takes heat for tweet on abortion in Texas
genuine,Euro 2016: Iceland shocks England in historic upset to reach quarterfinals
genuine,FDNY proposal at NYC Pride Parade
genuine,"Girl, 9, receives 'Frozen'-themed prosthetic"
genuine,U.K. loses perfect AAA credit rating after Brexit
genuine,Brown on Warren's heritage: 'She can take a DNA test'
genuine,Wendy Davis: 'Overjoyed' by SCOTUS ruling
genuine,Ruth Bader Ginsburg sends everyone to the dictionary with 'faute de mieux'
genuine,"Florida's coral reef system is in rapid decay, scientists say"
genuine,Baltimore rapper Lor Scoota fatally shot in broad daylight
genuine,Diane Kruger: 'I have yet to be paid the same amount as a male costar'
genuine,"Michelle Obama, daughters visiting Liberia"
genuine,Abortion ruling reactions from Texas' front lines
genuine,"Mike Huckabee paying $25,000 for playing 'Eye of the Tiger'"
genuine,Democrats release Benghazi report
genuine,Does Brexit leave the Kremlin smiling?
genuine,"Research focuses on health needs of gays, lesbians"
genuine,Bon Jovi surprises fan battling cancer
genuine,CNN Politics
genuine,How Britons feel about Brexit
genuine,How the world looks through Instagram
genuine,Elizabeth Warren joins Hillary Clinton on trail
genuine,Clinton and Warren join forces in Ohio
genuine,Supreme Court rules on abortion clinic restrictions
genuine,CNN International
genuine,"BET Awards: Passion, politics and Prince tributes"
genuine,Singapore Airlines plane catches fire after landing
genuine,"Brexit's broken promises: Health care, immigration and the economy"
genuine,"West Virginia flooding: 25 dead, more storms to come"
genuine,Bloody protester: We took Nazis on
genuine,Is Donald Trump hurting himself?
genuine,Brexit: Racist abuse reported in UK
genuine,Five players to watch at Wimbledon 2016
genuine,How will Brexit affect the U.S.?
genuine,"""Clinton says Brexit vote shows it's time for """"steady, experienced leadership"""""""
genuine,"""The petition calling for a second Brexit vote was started by a """"Leave"""" backer"""
genuine,John Oliver on Brexit: 'There are no f------ do-overs'
genuine,Devastated Messi announces likely retirement from Argentina
genuine,Brexit: Party crisis as UK prepares to exit EU
genuine,Singapore Airlines plane catches fire after emergency landing
genuine,UNICEF: Airstrikes in Syria kill 25 children
genuine,Top 10 cities to become a 'digital nomad'
genuine,These may be the world's most stunning coral reefs
genuine,Pope says Christians should apologize to gay people
genuine,Girls fight eating disorders together
genuine,Pound dropping again as Brexit impact sinks in
genuine,"These paintings walk, talk, and breathe"
genuine,Pronoia' and other emotions you never knew you had
genuine,The best and worst states to raise children in
genuine,Report: China is still harvesting organs from prisoners at a massive scale
genuine,Pianist performs in middle of the Arctic Ocean
genuine,Woman wakes up with British accent after surgery
genuine,"Trump, Clinton surrogates battle over immigration rhetoric"
genuine,Sliding above Los Angeles
genuine,"Clinton leads Trump, pair of polls show"
genuine,The Stonewall Inn holds an important place in history for the ...
genuine,How do spies conduct dead drops?
genuine,Corker on Trump: Scotland 'one of his best events'
genuine,Sanders vows to continue Democratic platform fight
genuine,5 reasons why Americans should care about Brexit
genuine,www.cnn.com
genuine,Prince's guitar sold at auction in California
genuine,Kanye West premieres 'Famous' music video with naked celebrity look-alikes
genuine,Margaret Cho: 'My rapist is super scared'
genuine,Inside the home where 12 girls were kept for years
genuine,"""""""Who will we dress for, now?"""" Fashion photographer Bill Cunningham dies"""
genuine,Kentucky's full-size Noah's Ark
genuine,Rome elects first female mayor
genuine,George Will says he's leaving GOP over Trump
genuine,The story behind the first rape kit
genuine,Teenager gets stuck in Barney costume mask
genuine,Bodies found of 2 missing family members in Florida
genuine,"London, New York celebrate Pride after Orlando shooting"
genuine,Gunmen storm hotel in Mogadishu
genuine,Why some people aren't tempted to cheat on partners
genuine,Anchor fired because she's white?
genuine,Gunmen storm hotel in Mogadishu
genuine,Cops: Online predator assaults teen in front yard
genuine,Brexit: Do you #Regrexit?
genuine,Doctors issue warning about LED streetlights
genuine,"Sex, suicide & suspicion: Oakland PD scandal"
genuine,Why the U.S. is freaked out about Brexit
genuine,China's 'Cape Canaveral' lifts lid on opaque space program
genuine,www.cnn.com
genuine,Outdoor glass slide opens atop LA skyscraper
genuine,"Sex, suicide and failure to report: How the Oakland police scandal unfolded"
genuine,A look at Brexit: Why are the Brits thumbing their noses at Europe?
genuine,9-year-old an in-demand wedding photographer
genuine,"At Trump news conference, it's all about him"
genuine,It's Brexit: A visual guide to the UK's dramatic decision
genuine,"Tony Robbins hot coal walk injures dozens, authorities say"
genuine,RNC delegate files lawsuit in order to avoid voting for Trump
genuine,Sliding above Los Angeles
genuine,"At least 20 dead in West Virginia flooding, governor says"
genuine,Great Big Story
genuine,Aziz Ansari: Donald Trump's rise 'makes me afraid for my family'
genuine,"Brexit vote: Anger in the bedroom, joy on the streets"
genuine,Pronoia' and other emotions you never knew you had
genuine,World leaders react to Brexit
genuine,Why male athletes are skipping the Olympics
genuine,Dow plummets 610 points after Brexit vote
genuine,CDC report reveals magnitude of Flint water crisis
genuine,Why it will take at least 2 years to exit the EU
genuine,Great Big Story
genuine,Latin Night for Pulse' held in Orlando
genuine,"Brexit, shmexit! These stocks are up today"
genuine,Obama on Brexit
genuine,"Joe Biden warns of 'xenophobia, nationalism'"
genuine,5 reasons why Americans should care about Brexit
genuine,Brits search for Irish passports after Brexit
genuine,Great Big Story
genuine,UK votes to leave in EU referendum
genuine,Obama names first national monument to LGBT rights
genuine,Does Brexit mean Donald Trump will win U.S. election?
genuine,UK referendum: What does it mean to you?
genuine,Should Trump really celebrate 'Brexit'?
genuine,"J.K. Rowling, James Corden react to shocking Brexit"
genuine,Brexit: Is this like the 2008 financial crisis?
genuine,Dow plunges on fears for global economy after EU referendum
genuine,CNN International
genuine,British Millennials: You've stolen our future
genuine,Trump: Brexit is a declaration of independence
genuine,Scotland likely to seek independence after EU vote
genuine,Bernie Sanders suggests he'll vote for Hillary Clinton
genuine,British millennials: You've stolen our future
genuine,What you need to know about Brexit
genuine,Protester interrupts Donald Trump's Scotland speech
genuine,"After Brexit, what's next for Europe?"
genuine,Angela Merkel on Brexit
genuine,Nicola Sturgeon on Brexit
genuine,Boris Johnson addresses Brexit
genuine,What you need to know about Brexit
genuine,The Brexit results reveal a UK deeply divided
genuine,David Cameron will quit as UK Prime Minister
genuine,Crowds boo Boris Johnson after Brexit vote
genuine,Brexit -- how did it happen?
genuine,British stocks are plunging into their biggest crash since the 2008 financial crisis
genuine,UK PM David Cameron resigns
genuine,Britain's 'Black Friday' is here. Now what?
genuine,Global banks hammered by UK vote
genuine,"Disbelief, shock on social media as Brexit is confirmed"
genuine,British stocks are set to crash as UK votes for Brexit
genuine,Brexit is happening. What now?
genuine,The pound is crashing on UK vote for Brexit
genuine,The UK's EU referendum in 90 seconds
genuine,CNN International
genuine,CNN International
genuine,Leave set to win UK's EU referendum
genuine,"""Nigel Farage: """"I now dare to dream"""""""
genuine,What would a Brexit mean for you?
genuine,Toddler swept away by floodwaters in West Virginia
genuine,Lindsay Lohan is live-tweeting the UK referendum
genuine,UK referendum: Latest updates
genuine,What Hitler's Jewish neighbor saw
genuine,Jeep owners sue Fiat Chrysler over defect suspected in 'Star Trek' actor's death
genuine,Pound falls sharply after early EU referendum results
genuine,Two accused murderers escape from Mississippi jail
genuine,Trump to forgive the millions he's loaned to his own campaign
genuine,"""Customer called """"fatty"""" on receipt, restaurant owner reacts"""
genuine,A poem on the Brexit debate
genuine,UK referendum: Latest updates
genuine,Queen Mary 2 gets a $130M 'facelift'
genuine,"Disney beaches reopen, state believes it caught killer gator"
genuine,Photos from CNN's post
genuine,Four U.S. A-10 Thunderbolt jets land on a highway in Estonia a...
genuine,Teenager gets stuck in Barney head
genuine,16-foot python wakes up Australian woman
genuine,Vietnam vet gets Medal of Honor for saving 40 lives
genuine,Aide: Democrats to end House sit-in protest over gun control
genuine,Australia's mass shootings dropped to zero after gun reforms
genuine,Woman wakes up with British accent after surgery
genuine,"Supreme Court split on immigration, block on Obama plan remains"
genuine,Baltimore police officer Caesar Goodson found not guilty
genuine,German state TV: Shooter injures at least 25
genuine,Supreme Court upholds Texas university's affirmative action plan
genuine,Supreme Court upholds University of Texas affirmative action plan
genuine,"Selena Gomez, Yoko Ono and Lady Gaga sign Billboard's open letter to stop gun violence"
genuine,Tornado in China kills at least 51 people
genuine,Supreme Court cases to watch
genuine,GOP congressman: 'This isn't about guns'
genuine,Democrats continue their sit-in on the House floor
genuine,Rep. John Lewis goes back to his roots
genuine,Hundreds arrested for $900 million worth of health care fraud
genuine,70% of voters say Trump should cut business ties while running for president
genuine,What would a Brexit mean for you?
genuine,The non-Brit's guide to the EU referendum
genuine,Is #EUref the UK's Donald Trump moment?
genuine,The non-Brits guide to the referendum
genuine,Report: China is still harvesting organs from prisoners at a massive scale
genuine,In or out? UK votes in referendum on EU membership
genuine,North Korea claims missile test success
genuine,5 takeaways from CNN's Libertarian Party town hall
genuine,The Libertarian town hall in 90 seconds
genuine,Boyfriend in Iowa student killing gets life sentence
genuine,Risky medical flight from South Pole arrives in Chile
genuine,This wedding crasher was a snake in the grass
genuine,We Shall Overcome' sung on House floor
genuine,House Democrats shout down Speaker Paul Ryan
genuine,What's your pitch to voters? Bill Weld responds
genuine,What is a Libertarian? Gary Johnson's definition
genuine,Great Big Story
genuine,What to watch at the Libertarian town hall
genuine,Paul Ryan: House sit-in on guns is a 'publicity stunt'
genuine,Is there a manspreading epidemic?
genuine,Libertarian town hall spotlights voters' alternative
genuine,Ohio teen dies from brain-eating amoeba
genuine,Clinton: Trump responding with 'outlandish lies and conspiracy...
genuine,Great Big Story
genuine,Bachelor' stars Ben Higgins and Lauren Bushnell land spinoff
genuine,"Christina Grimmie's killer was obsessed with her, police say"
genuine,Photos from CNN's post
genuine,Inside the home where 12 girls were kept for years
genuine,Great Big Story
genuine,Democrats stage sit-in for gun control
genuine,Times Marco Rubio expressed frustration with the Senate*
genuine,Flint water crisis lawsuit targets 2 companies that 'failed miserably'
genuine,"Rescuers find kayaks they believe the family was towing, Coast..."
genuine,Teen finds massive python in his yard
genuine,John Lewis leads sit-in on House floor over guns
genuine,Social Security trust fund projected to run dry by 2034
genuine,Donald Trump says the whole economy is 'rigged'
genuine,Rep. John Lewis leads sit-in on Capitol Hill
genuine,Trump hits Clinton on Benghazi
genuine,Cleveland Cavaliers victory parade
genuine,Donald Trump attacks Hillary Clinton on her State Dept. email ...
genuine,The struggle was real for superstitious Cavs fans
genuine,Donald Trumps delivers Clinton attack speech
genuine,(OPINION) What happens if we all live to 100?
genuine,Farmer raises Mexican flag near Donald Trump's golf course
genuine,Hillary Clinton arrives for meetings with Dem lawmakers
genuine,Lightning strikes kill at least 90
genuine,Why some people aren't tempted to cheat on partners
genuine,Unlikely drug may block breast cancer
genuine,Dad gets tattoo that matches his son's cancer surgery scar
genuine,Teenager gets stuck in Barney costume mask
genuine,Trump defends 'brilliantly' using bankruptcy laws
genuine,Why dozens of super PACs use this one PO box
genuine,Death toll from Southwest heat wave rises
genuine,Bernie-backing activists to 'crash' Democratic convention
genuine,Hong Kong is the world's most expensive city for expats
genuine,Opinion: Why the Brexit vote is so close
genuine,"Jo Cox was killed because of her political views, says her widower"
genuine,Is the Great Pyramid of Giza lopsided?
genuine,11 million Americans spend half their income on rent
genuine,The best and worst states in which to raise children
genuine,Copa America: Argentina drubs United States 4-0 as Messi stars
genuine,Trump directs nearly one-fifth of his campaign cash to his own businesses
genuine,"North Korea fires two missiles, South Korea says"
genuine,Exoplanet hunter seeks life on other worlds
genuine,Australian commission: Military cadets raped as initiation
genuine,Jaguar shot dead after escape during Olympic torch event
genuine,Copa America: 5 reasons you should watch U.S.-Argentina
genuine,Hillary Clinton mocks Donald Trump (again): Her 12 hottest burns
genuine,Doctors issue warning about LED streetlights
genuine,Great Big Story
genuine,Heaven over hospital: A tea party to say goodbye
genuine,Iowa congressman wants bill to block $20 Tubman
genuine,Son's emotional tribute to mother who saved his life
genuine,Car with multiple guns stopped en route to New York City
genuine,Arduous medical evacuation underway at South Pole
genuine,Trump says the American public knows little about Hillary Clinton's religion
genuine,Great Big Story
genuine,Bernie Sanders accidentally visits GOP lunch
genuine,Escaped ISIS sex slave tells Congress of horrors
genuine,How the FAA is determining future drone regulations
genuine,"Bounce house goes airborne, hits power lines"
genuine,Great Big Story
genuine,Clinton slams Trump on economic issues
genuine,"Donald Trump spent $207,868 on hats and $120,174 on ads last month"
genuine,Son collapses in tearful tribute to his mother who saved him
genuine,#YogaDay yoga in Central Park
genuine,Can you get Zika from kissing?
genuine,Bank employees publicly spanked for poor performance
genuine,Brexit: What does it mean for the U.S.?
genuine,Heaven over hospital: A tea party to say goodbye
genuine,Full-scale Noah's Ark being built in Kentucky
genuine,Boeing deal will send 100 new jetliners to Iran
genuine,Pianist performs in middle of the Arctic Ocean
genuine,America's upper middle class is thriving
genuine,"Poll: Clinton tops Trump, but neither prompts excitement"
genuine,Cute photo? Nope: preschool lockdown drill.
genuine,Australian Paralympian mugged at gunpoint in Rio
genuine,Employees at a bank in China were publicly spanked for poor performance
genuine,Prosecutors close books on 'Mississippi Burning' case
genuine,The Hive' sculpture is controlled by the vibrations of a real beehive
genuine,How Corey Lewandowski overplayed his hand
genuine,Parasite properties invade Paris' 19th century cityscape
genuine,Jeep that killed 'Star Trek' actor Anton Yelchin was flagged for safety problems
genuine,Trump: 'I don't believe' Obama is sympathetic to Muslim terrorists
genuine,China dog meat festival: Do we only object to eating cute animals? (Opinion)
genuine,Why China needs to stop dog meat festival (Opinion)
genuine,Euro 2016: Bale has last laugh as Wales leapfrogs England
genuine,Another frozen veggies recall due to Listeria
genuine,Senate rejects four separate gun control measures
genuine,Basketball has LeBron. What about U.S. Soccer? The search for a superstar
genuine,Man arrested for trying to disarm officer at rally says he 'wanted to harm' Donald Trump
genuine,Anton Yelchin: Hollywood's promising star remembered by his co-stars
genuine,Donald Trump adviser resigns after mocking Corey Lewandowski
genuine,"Summer solstice brings longest daylight, brightest moonlight"
genuine,Zuckerberg will vote to keep Peter Thiel as a director on the board
genuine,Feds will not file charges in 2013 death of Kendrick Johnson
genuine,Rome elects first female mayor
genuine,First Zika vaccine to be tested in humans
genuine,On board Solar Impulse 2
genuine,Corey Lewandowski speaks after being let go from Donald Trump'...
genuine,The times Trump changed his positions on guns
genuine,Facebook post goes viral about dad teaching kids to invest
genuine,Solar Impulse 2 takes off for trans-Atlantic flight
genuine,The victorious Cavs arrive home to Cleveland
genuine,A 'magical' camp for children whose parents have cancer
genuine,What to know about your kids' new favorite websites
genuine,"""""""I did the shootings,"""" Gunman tells dispatcher, according to transcript"""
genuine,Corey Lewandowski out as Trump campaign manager
genuine,Chewbacca mom gets her own action figure
genuine,SCOTUS declines challenge to law passed after Sandy Hook
genuine,LeBron James gives emotional post-game interview
genuine,Watch these 10 and 11-year-old kids explain Brexit
genuine,NBA star breaks down honoring dad
genuine,"ISIS threat to U.S. air bases, South Korea intelligence agency warns"
genuine,"Military aircraft accidents costing lives, billions"
genuine,Obama jokes with Derek Jeter about retirement
genuine,Navy christens newest stealth destroyer
genuine,Biden to rip Trump: Bullying is not a foreign policy
genuine,6 killed in Mexico during clashes
genuine,Deadly heat wave hits southwest U.S.
genuine,The number of displaced people is at its highest ever
genuine,Why we're obsessed with building tall
genuine,UNHCR report: 65 million people are displaced
genuine,Millions driven from Iraq's tormented lands have nothing to return to
genuine,Japanese woman's murder provokes huge protest against U.S. bases
genuine,Can you recognize the faces in these combs?
genuine,Air pollution could cost global economy $2.6 trillion a year
genuine,Early Picasso portrait could sell for $45M
genuine,Cleveland Cavaliers win NBA Finals
genuine,Asia's worst refugee crisis in recent years could happen again
genuine,Who is liable for alligator attacks?
genuine,Hate your job? NASA wants you to work on Mars
genuine,El Niño is dead -- are we ready for La Niña?
genuine,NASA's Kepler discovers 'Tatooine' planet orbiting two suns
genuine,Actor Anton Yelchin killed
genuine,What it's like to eat in a naked restaurant?
genuine,"Massive 2,000-year-old lump of butter found in Irish bog"
genuine,Meet the hacker fighting ISIS with porn
genuine,Sessions: 'A lot of people' may be wrongly on terror watch list
genuine,Putin: We'll work with any candidate U.S. voters choose
genuine,Daughters remember ESPN's Stuart Scott
genuine,Heaven over hospital: 5-year-old Julianna Snow dies on her terms
genuine,Michelle Obama's advice for men
genuine,Watch the world's cutest water skier
genuine,"A tale of two Cubas, escape and reunion"
genuine,Lynch: Authorities to release limited transcripts of calls wit...
genuine,Generate your own dad jokes
genuine,Oregon man accused of groping teen aboard flight to Oregon
genuine,10 historic national park lodges
genuine,Dads stack Cheerios on babies' heads because ...dads
genuine,"Man charged, found living with 12 girls"
genuine,Trump uses expletive to describe Orlando shooter
genuine,This mom reveals her secret spy life to her kids
genuine,Dog swallows Gorilla Glue; vet extracts perfect mold of stomach
genuine,I knew 17' who died in Orlando
genuine,Melissa Etheridge releases song for Orlando victims
genuine,New NASA plane could eliminate gas-guzzling airliners
genuine,Taylor Swift photographed kissing Tom Hiddleston
genuine,Summer solstice: The longest day of the year is upon us
genuine,2016 on pace to be the hottest year on record
genuine,U.S. home to nearly a third of world's mass shootings
genuine,"Six dead, 10 injured after van crash in Virginia"
genuine,Student tackles campus shooter
genuine,Dads stack Cheerios on sleeping babies because ...dads
genuine,49 birds appear over Orlando shooting victims memorial
genuine,"Chelsea Clinton gives birth to a boy, her second child"
genuine,"Ron Lester, star of 'Varsity Blues' dead at 45"
genuine,Grandmother's Google search goes viral
genuine,Parents of boy killed by alligator in 1993 relate to latest alligator attack
genuine,13-year-old slams Donald Trump
genuine,"In Jo Cox's town, the shock is still so raw"
genuine,Medical examiner describes Orlando victims' last moments
genuine,"Florida alligators: Rarely killers, central to state's identity"
genuine,Jo Cox attack: Suspect gives name as 'death to traitors' in court
genuine,British astronaut Tim Peake returning to earth
genuine,Brazil gang rape: 7 charged in attack on teen
genuine,www.cnn.com
genuine,You're worried about the wrong animal attack
genuine,Iraq says most of Falluja retaken from ISIS
genuine,Trump uses expletive to describe Orlando shooter
genuine,Russia bombs U.S.-backed Syrian rebels near Jordan border
genuine,Gary Johnson: Marijuana doesn't make you stupid
genuine,Why Trump's real struggle is just beginning (via CNN Opinion)
genuine,A funeral 15 years after 9/11: Vial of FDNY chief's blood gives family closure
genuine,Why you won't see a rifle emoji anytime soon
genuine,What is banned on Facebook
genuine,Utah Lt. Gov. Cox says Orlando attack prompted apology to gays
genuine,"Disney resorts installing signs warning of alligators, snakes"
genuine,"After Orlando shooting, who's really to blame for America's gun problem? (via CNN Opinion)"
genuine,"At Euro 2016, Irish fans are out of control - in the most delightful way"
genuine,NBA Finals: LeBron James and Steph Curry legacies at stake in Game 7
genuine,Donald Trump tweets poll showing him losing to Hillary Clinton
genuine,Dems at gun filibuster may serve as VP tryout
genuine,RNC delegates launch 'Anybody but Trump' drive
genuine,Great Big Story
genuine,Experts warn parents to keep doors locked in parked cars to pr...
genuine,A congressman's case for changing the 'gay blood ban'
genuine,Kid impersonates 2016 candidates at graduation
genuine,Pakistani man beats sister to death over marriage argument
genuine,Great Big Story
genuine,CNN International
genuine,Tributes honor Jo Cox
genuine,Trump benefits from countries with anti-gay laws
genuine,"""Putin on Trump: """"I only said he was a bright person. Isn't he bright?"""""""
genuine,Obama to visit national parks for Father's Day
genuine,"New report says millennial fathers have richer, more meaningful lives than single men"
genuine,FBI offers $50k to solve 40-year-old cold case
genuine,"Orlando shooter's attempt to buy body armor reported, gun store says"
genuine,Javier Muñoz is the new lead for 'Hamilton'
genuine,Alabama county refuses to lower flag to honor Orlando victims
genuine,Meat Loaf collapses during concert
genuine,Olympic ban on Russian track team upheld
genuine,Big haul of smuggled ivory seized in South Sudan
genuine,"""""""It was awesome"""": Orlando shooting survivor meets President Obama"""
genuine,"Orlando shooter texted wife during attack, source says"
genuine,"Taylor Swift calls Kim Kardashian a liar, says 'just leave me alone'"
genuine,OITNB stars voice support for LGBT community
genuine,Orlando shooting survivor meets hero cop
genuine,Florida governor's gun control views unchanged after shooting
genuine,FBI offers $50k to solve cold case
genuine,Pol: Terror won't stop my AR-15 giveaway
genuine,Shooting death of Chicago man captured live on Facebook.
genuine,Pakistani man beats sister to death over marriage argument
genuine,Reports: Singer Meat Loaf collapses on stage during performance in Canada
genuine,"A year after mass shooting, Charleston church embraces its community"
genuine,How a hot car becomes deadly
genuine,"Meat Loaf collapsed on stage, reports say"
genuine,Pakistani man beats own sister to death over marriage argument
genuine,Tommy Mair: 'Loner' accused of killing Jo Cox
genuine,Jo Cox attack: UK police search for motive in killing
genuine,Activists gather to seize on Sanders 'moment'
genuine,There's now a Starbucks plugin for Microsoft Outlook
genuine,State Department officials call for U.S. military action against Assad regime
genuine,Bernie Sanders vows to work with Hillary Clinton to defeat Donald Trump
genuine,Airboat captain: Don't blame Disney for gators
genuine,Amy Schumer swaps jobs with Vogue editor
genuine,Leading astronomer urges Europe to end human space missions
genuine,Jo Cox's husband: Let's 'fight against the hatred that killed her'
genuine,Michelle Obama's advice for men
genuine,How the GOP could cut ties with Trump
genuine,"Orlando shooter texted wife during attack, source says"
genuine,Deadly shipwreck reached for first time in 20 years
genuine,Taylor Swift and Calvin Harris: #delete
genuine,U.S. Open 2016: Weather washes out day one at Oakmont
genuine,Botulism outbreak suspected at federal prison
genuine,"Rub-a-dub-dub, a fawn in the tub?"
genuine,Meet the hacker fighting ISIS with porn
genuine,Obama addresses the Orlando nightclub attack
genuine,McCain: Obama 'directly responsible' for Orlando massacre
genuine,Obama and Biden pay respects at Orlando memorial
genuine,"Is there anybody out there? Alien contact is possible -- in about 1,500 years"
genuine,Before Orlando: The (former) deadliest LGBT attack in U.S. history
genuine,Great Big Story
genuine,Small asteroid discovered orbiting Earth
genuine,Disney alligator attack: Investigators search for answers
genuine,It's easier to get a gun than to get a puppy
genuine,"British politician Jo Cox dies after attack in Birstall, polic..."
genuine,Orlando gunman's Facebook posts: Expect attacks from ISIS in the U.S.
genuine,Grandmother's Google search goes viral
genuine,Daughter of gun violence victim pleads for better laws
genuine,My heart is the heaviest it's ever been'
genuine,Disney's new Shanghai resort
genuine,I knew 17' who died in Orlando
genuine,British politician Jo Cox attacked
genuine,CNNMoney
genuine,13-year-old slams Donald Trump
genuine,Poll: Clinton leads Trump
genuine,"At end of campaign, Bernie Sanders' shifts battle to DNC"
genuine,Obama's cerebral reaction to terror tested in Orlando
genuine,Grab your Mickey ears! Shanghai Disneyland has opened its gates
genuine,Judge in Brock Turner ruling removed from new sexual assault case
genuine,Can green tea boost your brainpower?
genuine,Are hotels liable for alligator attacks?
genuine,Air traffic controller shortage could mean more flight delays
genuine,Hate your job? NASA wants you to work on Mars
genuine,"Nearly 15 hours later, Democratic senator ends filibuster over guns"
genuine,Orlando medical examiner: Victims didn't appear to suffer
genuine,Boston Globe's full front page: AR-15 and three words 'Make It Stop'
genuine,Chinese ship 'shadows' U.S. carrier
genuine,Why the 'Black Travel' movement has taken off
genuine,Venezuela protests blamed for 3 deaths
genuine,5 reasons why GOP is worried about the 'Trump effect'
genuine,"Obama meets with Dalai Lama, angering China"
genuine,Hundreds' of Clinton staffers begin transition to DNC payroll
genuine,Donald Trump says he would host Kim Jong Un in U.S.
genuine,Just how big is Disney's new Shanghai resort?
genuine,Medical examiner describes Orlando victims' last moments
genuine,Taylor Swift photographed kissing Tom Hiddleston
genuine,Anderson Cooper responds to Bondi's interview claims
genuine,Parents of boy killed by alligator in 1993 relate to latest alligator attack
genuine,Comfort dogs' from around the U.S. are providing unconditional love in Orlando
genuine,Donald Trump threatens to go it alone
genuine,Who is liable for alligator attacks?
genuine,Will Cubans who climbed lighthouse get to stay in U.S.?
genuine,First on CNN: New Super PAC 'Keep America Great' is forming to stop Trump
genuine,New documents shine light on CIA torture methods
genuine,Democratic senator launches filibuster over guns
genuine,"EgyptAir wreckage found, Egyptian government says"
genuine,Disney gator attack: 2-year-old found dead
genuine,Trump doubles down on mosque surveillance
genuine,Jet' disrupts one of Saturn's rings
genuine,"SpaceX launches satellites, loses rocket"
genuine,Great Big Story
genuine,Hillary Clinton on Orlando shooter
genuine,Trump Speaks on Orlando Shooting
genuine,Senate approves women registering for the draft
genuine,Student tackles campus shooter
genuine,Update on Search for Toddler Snatched by Alligator
genuine,Orlando gunman's father speaks to CNN
genuine,Live from Florida where an alligator snatched a 2-year-old boy
genuine,Van Gogh masterpiece recreated on water
genuine,Donald Trump to meet with NRA on banning gun sales for people on terror watch list
genuine,Poll: 70% have unfavorable opinion of Trump
genuine,And the world's top museum is ....
genuine,Update on Search for Boy Snatched by Alligator
genuine,Very hot drinks are 'probably carcinogenic'
genuine,What it's like to eat in a naked restaurant?
genuine,Gays for Trump? Activist plans new effort
genuine,Kellogg recalls snacks in peanut scare
genuine,5 ways GOP lawmakers field Trump questions
genuine,Prince William will appear on the cover of a leading British gay magazine
genuine,Insurers want to hike Obamacare premiums 10% for 2017
genuine,"Orlando nightclub gunman visited gay chat rooms, officials say"
genuine,This futuristic pod will both house and feed you -- crickets
genuine,Iran: We've reached a deal to buy planes from Boeing
genuine,"How Orlando shooting unfolded, as seen via texts"
genuine,"Massive 2,000-year-old lump of butter found in Irish bog"
genuine,Alligator drags away boy at Disney hotel near Orlando
genuine,El Niño is dead -- are we ready for La Niña?
genuine,How to help Orlando mass shooting victims
genuine,Trump references soldiers stealing money in wake of Iraq War
genuine,Muslim leaders: 'We will not allow the extremists to define us'
genuine,Watch the world's cutest water skier
genuine,Anderson Cooper embraces mom of Orlando shooting victim
genuine,Whole Foods gets warning letter from FDA
genuine,Obama: My daughters 'think it's weird' we haven't had female president yet
genuine,Donald Trump: I won't kick reporters out of White House press briefing room
genuine,49 birds appear over Orlando shooting victims memorial
genuine,Trump: Obama 'was more angry at me than he was at the shooter'
genuine,9-in-10 on terror watch list who sought guns were approved in 2015
genuine,Trump: Obama more angry with me than Orlando shooter
genuine,Newt Gingrich wants new House Un-American Activities Committee
genuine,Source: Orlando gunman told wife of interest in terror attack
genuine,Poll: Clinton leads Trump by double digits
genuine,Allegedly armed suspect shot inside an Amarillo Walmart
genuine,Heaven over hospital: 5-year-old Julianna Snow dies on her terms
genuine,Vet extracts perfect mold of dog's stomach
genuine,Anderson Cooper grills Bondi on LGBT support
genuine,NASA's Kepler discovers 'Tatooine' planet orbiting two suns
genuine,Josh McGill helped saved others after Orlando shooting
genuine,"Russian hackers stole Democrats' Trump files, firm says"
genuine,"""President Obama on use of """"radical islam"""""""
genuine,Obama goes on tirade against Trump over Muslim ban
